serial_no,race,education,income,gender,age,relationship
0149753,37,12,000000,2,55,02
0150205,47,14,042000,2,27,01
0150860,37,08,025000,1,30,01
0150860,37,01,,2,09,03
0150860,37,07,000000,2,32,19
0151023,37,13,040000,1,40,01
0151023,37,12,043100,2,32,02
0151023,37,02,,2,07,03
0151023,37,00,,2,02,03
0151299,47,12,065000,2,64,01
0151561,37,09,017000,1,42,01
0151561,37,09,025900,2,60,07
0151882,47,14,026400,1,29,01
0152701,37,11,020000,2,32,01
0152701,37,00,,1,02,03
0152873,47,15,343000,1,49,01
0152873,47,13,000000,2,46,02
0152873,47,04,,2,14,03
0152873,47,02,,1,09,03
0153372,37,06,005400,2,66,01
0153372,37,11,009400,2,20,08
0153372,37,01,,2,05,11
0153672,37,05,000000,1,65,01
0153672,37,06,000000,2,71,02
0153672,37,09,035700,2,47,03
0153672,37,06,000620,2,18,08
0153672,37,06,000620,1,16,08
0153938,37,08,000000,2,88,01
0153938,37,05,000000,1,86,02
0154492,47,14,048000,2,28,01
0154492,47,14,049300,2,27,18
0154916,47,14,019300,2,26,01
0154916,47,13,036000,2,26,18
0154965,37,08,055000,1,43,01
0155114,47,04,000000,1,89,22
0155437,47,13,038000,2,34,01
0155437,47,13,000000,1,38,19
0155538,47,13,000000,1,72,01
0155538,47,14,022500,2,76,02
0155560,37,11,020000,2,28,01
0155560,37,02,,2,07,03
0155560,37,00,,1,00,03
0155825,37,06,011000,2,48,01
0155838,47,09,002000,2,19,23
0156440,48,13,050000,1,30,01
0156963,37,07,015000,1,35,01
0157371,47,13,035000,1,36,01
0157371,47,14,065000,1,27,18
0157371,47,13,037500,1,25,18
0157371,47,13,040000,1,25,18
0157526,47,11,000000,1,64,01
0157526,47,11,000000,2,63,02
0157526,47,08,000000,2,83,09
0157731,20,09,000000,2,71,01
0157791,37,12,045000,2,43,23
0158244,47,13,045300,1,24,01
0158244,71,13,059000,2,26,02
0158481,37,13,055000,2,63,01
0159336,37,10,000000,1,65,01
0159336,37,06,000000,2,16,05
0159336,37,03,,2,11,05
0159348,37,08,056000,2,51,01
0159348,37,09,021500,2,21,03
0159348,37,02,,2,08,08
0159348,37,02,,2,06,08
0159348,37,02,,1,11,21
0159348,37,02,,2,10,21
0159386,37,11,000000,2,19,23
0160152,37,08,000000,2,70,01
0160152,37,10,030900,2,38,03
0160152,37,02,,2,09,08
0160326,37,09,030000,1,44,01
0160326,37,09,000000,2,49,02
0160326,37,09,011000,2,20,03
0160455,47,15,000000,1,77,01
0160455,47,14,000000,2,77,02
0160611,47,13,053000,1,41,01
0160703,01,13,041000,2,37,01
0160853,37,15,100000,1,33,01
0160853,37,02,,1,10,03
0160853,37,01,,1,04,03
0160853,37,14,045000,2,33,19
0161342,37,09,020000,2,22,01
0161948,47,13,035000,2,27,01
0163146,37,11,023000,2,23,01
0163410,47,12,030000,2,37,01
0163410,47,13,060000,1,34,02
0163601,47,14,000000,2,57,01
0163601,47,14,343000,1,58,02
0163602,37,09,000000,2,83,01
0163602,37,09,000000,2,46,03
0163602,68,09,015000,2,25,08
0163602,68,01,,2,03,11
0163739,47,15,000000,1,44,01
0163739,47,15,000000,2,35,02
0163739,47,01,,2,09,03
0163739,47,01,,2,05,03
0163970,47,14,343000,1,67,01
0163970,47,13,000000,2,69,02
0164053,37,11,050000,2,29,01
0164053,37,03,,1,11,03
0164053,37,12,030000,1,30,16
0164431,37,08,000000,1,64,01
0164431,37,06,000500,1,17,08
0164431,37,04,,1,14,08
0164646,37,09,000000,1,89,01
0166561,47,14,060000,1,28,01
0166561,47,13,006500,1,24,18
0167123,47,13,017700,1,24,01
0167546,47,04,000000,2,84,01
0167857,28,13,002000,1,24,01
0167857,28,13,006000,1,23,18
0167971,37,09,000000,2,39,01
0167971,37,04,,2,13,03
0167971,37,04,,1,12,03
0168072,37,08,032000,2,48,01
0168072,37,11,017000,1,27,03
0168300,20,03,343000,1,36,01
0168300,20,03,,1,10,03
0168300,20,03,013300,2,34,18
0168405,37,09,038900,2,48,01
0168405,37,09,043000,2,53,06
0168405,37,10,000000,2,28,06
0168405,37,11,000000,1,26,06
0168405,37,08,000000,1,77,07
0168405,37,00,,1,00,13
0168771,47,15,000000,2,50,01
0168907,47,13,045000,1,43,01
0168907,32,12,038000,1,33,19
0169605,01,09,017500,2,29,01
0169605,01,01,000000,1,34,02
0169605,01,02,,2,05,03
0169605,01,01,,1,03,03
0169678,47,10,000000,2,75,01
0169926,37,14,073000,1,38,01
0169926,37,14,013200,2,36,02
0170029,37,11,000000,1,59,01
0170258,47,16,343000,1,61,01
0170258,47,14,343000,2,61,02
0170258,47,04,,1,14,03
0170376,37,11,000000,1,24,01
0170376,37,11,000000,1,25,18
0170664,47,13,045000,2,41,01
0170781,37,11,003500,2,21,23
0171077,37,09,000650,2,49,01
0171159,37,04,000000,1,81,01
0171159,47,09,000000,2,70,02
0171507,37,13,000000,1,71,01
0171507,37,09,006900,1,20,08
0171507,37,07,000000,2,18,08
0171507,37,07,000000,1,17,08
0171507,37,04,,2,14,08
0171507,37,03,,1,11,08
0171507,37,00,,2,02,08
0171507,37,00,,2,01,08
0171734,37,08,028600,1,57,01
0171734,37,08,029200,2,55,02
0171799,37,07,000000,2,46,01
0172522,37,14,000000,2,66,01
0172947,37,08,014000,1,47,01
0172947,37,09,014000,2,27,18
0173610,37,09,000000,1,58,01
0173610,37,09,034000,1,54,17
0173610,37,09,027500,1,40,17
0173610,37,09,026100,1,29,17
0174108,47,13,000000,2,93,22
0174310,37,14,036200,2,52,01
0174310,37,13,074000,1,55,02
0174377,37,11,032000,2,44,01
0174377,37,03,,2,14,03
0174377,68,02,,1,06,03
0174898,47,14,009000,1,26,01
0174898,47,14,025500,2,25,02
0174965,47,13,043000,1,27,01
0174965,47,14,013400,2,28,02
0175119,47,11,002500,2,19,23
0175334,37,10,012000,2,59,01
0175669,37,11,000000,1,24,01
0175669,37,10,000000,1,28,11
0176091,47,09,000000,2,87,22
0176131,37,11,000000,1,65,01
0176505,47,15,170000,1,46,01
0176505,47,13,070000,2,48,02
0176505,47,02,,1,10,03
0176628,47,13,093000,1,53,01
0176628,47,13,000000,2,58,02
0178554,47,13,070000,1,33,01
0178644,37,09,033000,2,34,01
0178644,37,00,,2,01,03
0178852,37,15,075000,1,61,01
0178852,37,08,004900,2,56,02
0178852,37,08,022000,1,30,03
0178901,47,15,080000,1,29,01
0179436,37,09,029800,2,47,01
0179436,37,09,000000,1,40,19
0179514,37,10,032000,1,35,01
0179958,37,12,000000,1,40,01
0179958,37,12,048000,2,43,02
0179958,37,05,000000,1,16,03
0179958,37,06,000650,1,16,03
0180931,37,09,000000,1,93,22
0181115,37,09,000000,2,27,01
0181115,37,02,,2,06,03
0181115,37,01,,2,04,03
0181354,37,09,001100,1,20,23
0181704,47,14,000000,1,71,01
0182745,37,11,022800,2,32,01
0182745,37,09,027600,1,33,02
0182745,37,02,,2,07,03
0184021,47,14,045000,1,29,01
0184021,01,11,022000,1,25,21
0184355,47,10,001500,1,19,23
0184859,47,13,093000,1,47,01
0184859,47,13,000000,2,45,02
0185660,37,09,000000,2,19,23
0185721,47,06,000000,1,86,22
0186091,11,11,000000,1,21,01
0186370,37,09,000000,2,60,23
0186462,47,15,153000,1,33,01
0186462,47,14,095000,1,30,06
0188109,37,10,000000,2,62,01
0188109,37,11,030000,2,39,03
0188421,47,04,000000,1,54,23
0188843,37,07,000000,1,75,01
0189501,11,13,035000,1,25,01
0189565,47,15,343000,1,54,01
0189565,47,13,000000,2,34,02
0189565,47,00,,1,00,03
0189872,37,04,015000,2,67,01
0189872,37,12,013000,2,22,08
0189890,47,13,032000,2,25,01
0189890,47,13,020000,2,29,18
0190133,37,09,030000,2,45,01
0190340,48,01,000000,2,70,01
0190340,48,07,000000,1,32,04
0190340,48,09,000000,2,29,08
0190530,37,14,050000,2,31,01
0190530,37,13,020000,2,30,19
0190724,37,09,000000,1,60,01
0191764,37,05,000000,2,77,01
0192040,37,09,021000,2,79,01
0192185,37,08,001100,2,18,01
0192185,37,00,,2,02,03
0192185,37,12,000000,2,40,07
0192220,37,13,050000,1,33,01
0192220,37,11,040000,2,33,02
0192350,37,09,012000,1,33,01
0192514,48,08,035000,1,67,01
0192514,48,13,000000,2,43,02
0192514,48,09,000000,2,22,03
0192514,48,05,000000,2,15,03
0192514,48,02,,1,08,03
0192514,47,13,016000,2,46,17
0192514,47,02,,1,10,17
0192942,47,13,018400,2,24,01
0192942,47,11,024000,2,24,17
0193774,47,14,050000,2,69,01
0194008,20,13,000470,1,23,01
0194008,20,13,000000,2,26,18
0194658,37,09,000000,1,29,01
0194658,37,09,031000,2,26,02
0194658,37,02,,1,06,03
0194658,37,00,,2,01,03
0194658,37,00,,1,00,03
0194738,37,09,000000,1,77,23
0194797,47,11,025800,2,61,01
0195077,66,14,031000,1,34,01
0195498,47,13,137000,1,54,01
0195498,47,14,078000,2,54,02
0195498,47,12,007900,1,20,03
0195498,47,07,000000,2,16,03
0195498,47,04,,1,12,03
0195508,47,13,000400,2,22,01
0195871,47,15,087000,2,56,01
0195871,01,13,003500,2,29,17
0196212,47,15,069000,2,44,01
0196980,47,14,030000,2,43,01
0197332,37,13,026000,2,28,01
0197332,37,09,024000,1,30,02
0197332,37,02,,2,04,03
0197936,37,06,000000,1,49,22
0198093,47,13,009900,2,25,01
0198093,47,13,028300,1,28,21
0198129,47,14,115000,1,42,01
0198129,47,14,016000,2,51,02
0198129,47,06,000000,2,16,03
0198524,47,16,000000,1,39,01
0198652,37,11,047000,2,46,01
0198652,37,13,040000,1,54,02
0198652,37,10,035500,2,28,03
0198652,37,09,000000,1,18,03
0198652,37,02,,2,07,03
0198823,37,13,039000,1,29,01
0199072,37,06,000000,1,65,01
0199325,47,14,060000,2,29,01
0199325,47,14,054000,1,31,02
0199377,37,12,046000,2,44,01
0199377,37,01,,2,06,04
0199377,37,02,,2,05,04
0199377,37,12,007300,2,65,07
0199377,37,09,000000,2,38,17
0200533,47,15,083000,2,49,01
0200805,37,08,018900,2,61,01
0200805,37,11,060000,1,25,03
0200985,37,09,000000,1,49,01
0200985,37,09,025000,2,50,02
0200985,37,09,019000,1,19,03
0201202,37,10,023000,2,30,01
0201202,37,02,,1,08,03
0201341,37,09,343000,2,41,23
0201386,37,09,052000,2,59,01
0201386,37,10,000000,1,34,03
0201386,37,02,,2,07,08
0201386,37,02,,2,05,08
0202031,20,14,066000,1,37,01
0202031,20,13,024000,2,25,06
0202162,37,05,018000,2,73,01
0202162,37,09,025000,1,42,03
0202162,37,07,000000,1,22,08
0202234,20,09,000000,2,84,01
0202486,47,13,029000,2,28,01
0202628,37,09,000000,2,66,01
0203002,47,15,000000,2,75,01
0203297,47,14,010400,1,47,01
0203412,37,08,000000,1,82,01
0203834,37,10,034900,2,55,01
0203834,37,11,009000,2,22,03
0203845,37,12,000000,2,35,01
0204073,37,14,000000,1,84,01
0204073,37,14,000000,2,83,02
0204367,37,08,030000,1,41,01
0204367,37,08,006700,2,35,02
0204367,37,08,000000,1,19,03
0204367,37,04,,1,13,03
0206786,47,09,006000,1,21,23
0207147,47,13,000000,1,32,01
0207416,47,15,070000,2,36,01
0207416,47,15,001000,2,26,17
0208451,37,01,,1,04,23
0208736,71,11,007000,1,20,01
0209021,47,16,027700,1,33,01
0209174,37,08,000000,1,67,01
0209862,37,09,000000,2,75,01
0209933,37,09,000000,2,82,01
0209933,37,10,000000,2,46,03
0209933,37,05,000160,2,43,03
0209933,37,03,,1,13,08
0209933,37,03,,2,13,08
0209933,37,08,008600,1,41,10
0209953,37,07,005000,1,49,01
0210592,37,06,015900,1,71,01
0210592,37,09,000000,2,66,02
0210592,37,09,000000,2,47,03
0210592,37,09,079000,1,46,03
0210967,47,14,038000,2,28,01
0210967,47,13,034000,2,27,18
0210967,47,13,033000,2,25,18
0211080,37,14,024000,2,59,01
0212402,37,13,000000,1,53,01
0212533,37,09,000000,2,23,01
0212533,37,01,,2,04,03
0212533,37,00,,2,02,03
0212719,37,08,000000,2,38,01
0212719,37,01,,1,09,03
0212719,37,01,,2,06,03
0212719,37,00,,2,02,03
0212753,47,14,000000,2,37,01
0212753,47,00,,1,02,03
0212753,47,00,,1,00,03
0212783,37,11,037000,2,50,01
0212783,37,13,008400,1,28,03
0212839,47,14,064000,1,38,01
0212839,47,14,048000,2,31,02
0212848,01,03,030000,1,27,01
0212848,01,03,019000,1,21,06
0212848,37,01,,1,05,11
0212848,01,10,013000,2,25,19
0213266,47,16,065000,1,35,01
0213266,47,14,012300,2,29,19
0213370,37,09,000000,2,57,01
0213857,37,13,000000,1,78,01
0214014,47,13,016000,1,29,01
0214014,47,13,052000,2,32,02
0214137,37,13,045000,1,44,01
0214513,47,03,014000,1,20,01
0214513,47,10,002400,2,21,02
0214513,47,00,,2,00,03
0214513,47,03,010800,2,18,06
0214718,37,09,000000,2,66,01
0215136,37,04,000000,2,75,01
0215136,37,05,000000,1,47,03
0215785,37,09,042000,2,49,01
0215785,37,09,010000,1,20,03
0216013,47,12,000000,2,70,23
0216067,37,02,,2,09,23
0216162,37,11,005400,2,20,23
0216294,37,09,000000,2,61,01
0216294,37,06,000000,1,56,06
0216294,37,11,000000,1,23,08
0216333,37,05,000000,1,87,01
0216333,37,09,043900,2,64,03
0216619,47,13,036000,1,29,01
0216993,47,13,125000,1,33,01
0216993,47,15,112000,2,33,02
0217198,37,11,079000,2,51,01
0217358,37,07,000000,2,65,01
0217358,37,07,001000,1,37,03
0217990,47,13,000000,1,74,22
0218442,37,09,011000,2,40,01
0218442,37,09,020000,1,27,02
0218442,37,02,,2,06,03
0218442,37,00,,2,00,03
0218442,37,00,,2,00,03
0218580,47,16,100000,1,60,01
0218580,47,16,060000,2,51,02
0218687,01,13,075000,1,31,01
0219061,47,14,063000,2,37,01
0219134,37,11,022000,2,37,01
0219134,37,03,,2,10,03
0219134,37,11,034600,1,36,19
0219176,01,05,000000,1,30,01
0219176,01,03,000000,2,27,06
0219624,47,16,021000,1,32,01
0220061,37,04,017000,2,55,01
0220061,37,06,000000,1,19,03
0220061,37,01,,1,08,08
0220064,47,14,100000,2,37,01
0220064,47,15,170000,1,36,02
0220064,47,00,,1,02,03
0220636,37,05,000000,1,70,01
0220636,37,05,000000,2,66,02
0220715,47,08,000000,1,86,01
0220715,47,08,000000,2,82,02
0220907,37,14,072000,2,50,01
0220907,37,07,000000,2,16,03
0220915,01,13,035000,2,27,01
0221094,47,13,030000,2,27,01
0221094,47,14,030000,2,27,18
0221094,47,13,025000,1,24,18
0221965,71,13,045000,1,31,01
0221965,71,13,015000,2,34,02
0221965,71,00,,2,01,03
0222531,37,09,028900,1,46,01
0223273,47,14,027000,2,31,01
0223273,47,14,030000,2,29,18
0223433,47,14,160000,1,55,01
0223433,47,13,000000,2,54,02
0223433,47,13,028300,2,27,03
0223433,47,00,,1,02,08
0223965,47,14,022000,2,28,01
0223965,47,13,012300,1,24,06
0224747,37,09,002500,2,18,23
0226152,37,05,000000,2,64,01
0226152,37,09,034700,1,61,19
0226423,37,11,036000,2,35,01
0226423,37,00,,1,01,03
0226449,47,13,062000,2,38,01
0226669,37,07,006500,2,47,01
0226669,37,05,030000,1,50,02
0226669,37,09,000000,2,21,03
0227156,37,16,000000,1,65,01
0227156,47,13,000000,2,55,19
0227312,47,13,070000,1,46,01
0228170,37,11,003600,2,21,23
0228215,37,13,080000,1,49,01
0228215,37,08,000500,2,23,11
0228226,37,12,048000,2,54,01
0228602,37,11,041200,2,48,01
0228602,37,08,002900,2,17,03
0228861,37,11,000000,2,44,01
0228861,37,08,018000,1,46,19
0229143,47,13,035000,1,34,01
0229143,47,14,000000,2,33,02
0229545,47,15,343000,1,55,01
0229849,37,11,066000,2,34,01
0229849,37,04,,1,13,03
0229849,37,02,,2,10,03
0230529,47,14,040000,1,24,01
0230529,47,13,004200,2,24,02
0230529,47,13,030000,1,25,17
0230700,37,14,000000,2,73,01
0230722,47,14,106000,1,35,01
0230722,47,15,000000,2,36,02
0230722,47,01,,1,04,03
0230722,47,00,,1,00,03
0231075,37,11,034000,1,59,01
0231075,37,12,015000,2,51,02
0231156,37,16,018000,1,56,01
0231624,47,11,014400,1,19,23
0231768,37,08,000000,2,76,22
0231780,37,09,000000,1,65,01
0231780,37,09,000000,2,57,02
0231919,37,09,007000,2,30,23
0232116,37,09,019300,1,28,01
0232253,37,11,028100,2,20,01
0232253,37,00,,2,02,03
0232285,37,14,000000,2,67,01
0232285,37,16,000000,1,69,02
0233150,37,09,037000,2,46,01
0233860,01,05,033000,1,31,01
0233860,01,05,007000,2,31,02
0233860,01,02,,1,06,03
0234183,37,03,000000,2,80,01
0234482,47,13,040000,1,40,01
0234559,47,13,075000,2,36,01
0234559,47,13,061000,1,35,19
0234599,37,11,021000,1,40,01
0234851,47,13,035000,2,28,01
0235279,47,06,028000,1,23,01
0235279,01,04,005000,2,26,02
0235279,47,02,,1,11,17
0235279,47,02,,1,10,17
0235279,47,02,,2,12,21
0235407,37,08,000000,2,52,01
0235448,37,09,000000,1,37,23
0235466,47,13,031000,2,30,01
0235466,47,14,072000,1,31,02
0236019,15,15,050000,2,27,01
0236514,47,13,000000,1,65,01
0236514,47,11,000000,2,71,02
0237109,37,11,000000,1,69,01
0237109,37,14,000000,2,74,02
0237109,37,03,,1,13,04
0237109,37,02,,2,09,04
0237398,47,08,007000,1,45,01
0237398,47,11,031000,2,40,02
0237861,37,13,024000,2,25,01
0237861,37,01,,1,05,03
0237861,37,01,,1,03,03
0238010,47,12,000000,2,75,01
0238208,47,14,041000,2,31,01
0238288,47,14,097000,2,54,01
0238504,37,11,035000,2,35,01
0238504,37,11,000000,1,37,02
0238945,47,14,047100,1,35,01
0238945,47,16,055000,2,29,02
0239379,01,01,012000,1,36,01
0239379,01,01,014400,2,39,17
0239379,01,07,013400,1,19,17
0239526,12,14,047000,2,33,01
0239678,28,14,034000,2,26,01
0239678,47,13,035200,1,26,19
0239887,37,06,000000,2,45,01
0239887,37,06,003300,1,17,03
0240076,37,08,010800,2,41,01
0240076,37,09,008800,2,21,03
0240076,37,07,000800,1,17,03
0240076,37,05,000000,1,15,03
0240076,37,04,,2,12,03
0240076,37,01,,2,03,08
0240148,37,06,024000,1,56,01
0241674,01,01,000000,1,46,01
0242317,66,14,064000,1,36,01
0242317,47,16,083000,1,33,18
0242573,37,08,000000,2,44,22
0244049,37,13,070000,2,40,01
0244187,37,09,005300,2,75,01
0244685,37,08,019500,2,66,01
0244685,37,08,042000,1,51,03
0244685,37,09,000000,2,56,21
0245277,47,11,006000,1,21,23
0245623,37,15,048000,2,58,01
0245623,37,11,000000,1,40,03
0245695,37,09,018300,2,38,01
0245748,47,15,055000,1,48,01
0245748,47,14,078000,2,31,18
0245792,37,09,024700,1,31,01
0245792,37,09,013900,1,35,21
0245937,47,15,059000,1,54,01
0246729,47,13,000000,1,36,23
0246944,37,01,000000,2,55,01
0246944,37,01,000000,2,33,03
0246944,37,05,000000,1,15,08
0246944,37,02,,1,11,08
0246944,37,02,,2,09,08
0247291,37,06,000000,2,64,01
0247291,37,07,000000,2,62,06
0247485,37,13,012000,2,35,01
0247485,37,03,,2,09,03
0247627,37,07,000000,2,66,01
0248250,47,14,000000,2,69,22
0248357,37,09,045000,1,55,01
0248357,37,02,,1,11,03
0248357,37,06,019000,1,49,16
0248357,37,11,000000,1,67,18
0248357,37,09,040000,1,78,21
0248357,37,11,010000,1,19,21
0248862,20,14,064000,1,56,01
0249685,37,01,000000,1,93,01
0249685,37,11,075000,2,60,03
0250011,37,14,000000,2,45,01
0251553,37,04,000000,1,77,01
0251553,37,09,000000,2,78,02
0251553,37,13,033000,2,29,08
0251553,37,11,003000,2,20,08
0251553,37,01,,1,07,11
0251587,47,14,000000,1,45,01
0251800,37,10,000000,2,50,01
0252366,47,15,000000,1,39,01
0252484,47,11,004000,1,21,23
0252715,37,13,068000,2,37,01
0252715,37,02,,1,10,03
0252715,37,08,025000,1,41,18
0253212,37,09,022500,2,22,01
0253212,37,10,026500,1,28,19
0253234,01,03,000000,1,70,01
0253234,37,03,000210,2,61,02
0253532,01,13,040000,1,38,01
0254057,37,15,080000,2,41,01
0254087,47,11,006000,1,19,23
0254451,37,09,000000,1,73,01
0254451,37,09,000000,2,65,02
0254451,37,08,035300,1,32,08
0254871,01,03,015000,2,39,01
0254871,01,02,020000,1,33,02
0254871,01,04,,2,14,03
0254871,01,02,,2,10,03
0254871,01,05,013300,1,20,06
0254871,01,01,,1,03,21
0255013,37,09,000000,2,83,01
0255558,37,11,002500,1,46,23
0256098,47,14,000000,2,44,01
0257141,37,11,008500,2,29,01
0257141,37,02,,1,04,03
0257141,37,02,,1,04,03
0257141,37,12,040000,2,30,18
0257324,37,14,073000,2,46,01
0257324,37,04,,2,13,03
0257360,37,09,015700,2,59,01
0257360,37,09,018200,1,44,03
0257360,37,06,000000,1,23,08
0257360,37,08,029000,2,53,17
0257360,37,10,026000,1,42,17
0257431,37,09,040000,1,43,01
0257431,37,03,,1,10,03
0257431,37,01,,2,08,03
0257775,37,11,035000,2,46,01
0258125,47,14,089000,2,41,01
0258126,47,13,020000,1,34,01
0258126,47,12,000000,2,32,02
0258126,47,01,,1,04,03
0258126,47,00,,1,02,03
0258126,47,00,,2,01,03
0258126,47,00,,1,00,03
0258519,37,15,071000,2,59,01
0258688,47,13,000000,1,25,23
0258752,37,09,000000,2,76,01
0258752,37,01,000000,1,57,03
0259735,37,08,000000,2,49,01
0259735,37,09,000000,2,17,03
0259735,37,01,,1,05,03
0259969,37,10,021700,2,53,01
0259980,47,13,000000,1,54,01
0259980,47,13,023000,2,51,02
0259980,47,07,002200,1,18,03
0259980,47,04,,1,14,03
0260880,37,09,000000,2,69,01
0260952,47,14,030000,1,48,01
0260952,47,14,040000,2,50,02
0261033,47,13,032000,2,24,01
0261033,47,13,030000,2,27,18
0261033,47,15,035000,1,25,18
0261033,47,13,008000,1,24,18
0261033,47,09,021000,2,24,18
0261068,47,11,003000,2,22,01
0261103,11,14,000000,1,50,01
0261103,37,13,013500,2,51,02
0261345,47,13,000000,2,82,22
0261754,37,07,000000,1,31,01
0261845,37,11,026200,2,40,01
0261845,37,11,024000,1,36,21
0262293,47,09,000000,2,69,01
0262359,47,09,000000,2,77,23
0262644,28,16,076000,1,62,01
0262644,37,16,037000,2,63,02
0262790,37,11,000000,2,78,01
0262790,37,14,000000,1,84,02
0262935,37,14,000000,1,64,01
0262935,37,14,003800,2,61,02
0262935,37,11,008300,1,35,03
0262976,37,11,026000,2,22,01
0262976,37,10,032000,1,62,07
0262976,37,09,032000,2,52,07
0263118,37,02,000000,1,85,22
0263259,37,13,003000,2,21,23
0263359,47,13,000000,2,66,01
0263561,37,06,000000,1,68,01
0263561,01,07,023000,2,55,02
0263647,37,05,000000,2,93,01
0263647,37,13,000000,1,33,08
0263658,37,09,000000,2,29,01
0263658,37,12,017000,1,50,07
0263888,12,14,000000,2,28,01
0264120,47,13,125000,1,48,01
0264120,47,13,031000,2,45,02
0264120,47,00,,2,02,03
0264120,47,00,,1,02,03
0264410,37,09,000000,1,43,23
0264459,37,12,023600,2,45,01
0264459,37,10,021000,2,22,03
0264459,37,01,,2,03,08
0264683,37,11,020000,2,20,01
0264683,37,09,023000,1,21,19
0265186,47,13,014000,1,22,01
0265332,47,13,057000,1,35,01
0266026,37,08,000000,2,63,01
0266026,37,09,034000,1,41,03
0266026,37,08,000000,1,26,08
0266026,37,11,005200,1,25,08
0266026,37,08,000000,1,22,08
0266026,37,07,000000,2,17,08
0266026,37,06,000000,2,16,08
0266026,37,09,042000,2,41,10
0266026,37,09,000000,1,64,19
0266279,47,14,044000,1,50,01
0266587,47,16,036500,1,35,01
0267219,47,14,019200,2,39,01
0267219,47,02,,1,10,03
0267756,37,08,004800,1,19,01
0267756,37,00,,2,01,03
0267756,37,00,,2,00,03
0267756,37,08,000000,2,19,19
0267756,37,02,,1,06,21
0267862,37,06,000000,1,78,01
0267862,37,13,004800,2,55,02
0267940,37,05,000000,2,79,01
0267946,47,10,038000,1,36,01
0268843,37,10,000000,1,69,01
0268843,37,12,000000,2,64,02
0268872,37,13,026600,1,35,01
0268875,37,11,040000,1,43,01
0268875,37,11,035000,2,44,02
0268875,37,04,,1,11,03
0268934,47,13,021800,2,24,01
0268934,47,13,050000,2,24,18
0269001,47,15,343000,1,56,01
0269001,47,14,146000,2,57,02
0269478,47,13,051000,2,43,01
0269478,47,13,045000,1,44,02
0270103,37,04,009000,1,64,01
0270103,37,05,000000,2,21,08
0270935,37,09,000000,2,68,01
0271134,47,11,003000,1,20,23
0271462,37,07,000000,1,29,22
0271492,37,10,001700,2,44,01
0271492,37,03,,1,11,03
0271550,37,13,052000,2,50,01
0271582,47,13,021500,2,24,01
0271585,37,08,009900,2,28,01
0271585,37,02,,2,09,03
0271585,37,02,,1,07,03
0271585,37,02,,2,06,03
0271859,37,13,000000,1,26,01
0272465,47,14,077000,1,51,01
0272524,47,09,001200,2,22,23
0272886,37,11,040000,1,30,01
0272955,47,14,040000,2,34,01
0273054,37,04,000000,2,88,22
0273061,47,13,085000,1,64,01
0273061,47,14,002000,2,62,02
0273088,47,14,026000,1,59,01
0273088,47,13,028000,2,59,02
0273088,37,10,001800,1,38,04
0273088,47,13,000000,2,93,09
0273395,47,11,002300,1,19,23
0273722,47,11,000000,2,64,01
0273773,37,09,020000,1,21,01
0273954,37,05,021000,1,68,01
0274099,37,09,000220,2,25,01
0274099,37,02,,1,08,03
0274099,37,02,,2,07,03
0274099,37,02,,2,03,03
0274099,37,04,000000,2,16,13
0274266,37,12,065000,2,37,01
0274266,37,07,030000,1,57,17
0275939,47,15,000000,2,60,01
0276686,37,01,000000,1,38,23
0277492,47,13,343000,1,52,01
0277492,47,13,000000,2,27,02
0277496,37,09,003500,1,45,23
0278116,47,15,020000,1,32,01
0278116,47,13,005000,1,26,19
0278432,47,16,065000,1,27,01
0278928,37,09,033200,2,53,01
0281030,47,13,050000,2,30,01
0281218,37,10,019000,2,60,01
0281218,37,09,023000,1,62,19
0282101,47,11,000500,1,21,01
0282662,37,09,000000,1,80,01
0282662,37,08,000000,2,77,02
0282662,37,07,000000,1,78,11
0282717,37,13,002600,1,48,01
0282867,47,13,029500,1,39,01
0282867,47,11,022000,1,29,18
0282908,37,09,000000,1,47,22
0283028,37,13,027000,1,39,01
0283181,37,05,000000,1,80,01
0283232,37,10,007000,2,39,01
0283232,37,06,000000,2,16,03
0283232,37,03,,2,10,03
0284220,47,11,085000,2,54,01
0284328,37,16,070000,2,47,01
0284486,37,13,057000,1,44,01
0284600,01,11,013000,2,30,01
0284600,01,00,,2,02,03
0284955,47,16,000000,1,89,01
0284955,47,08,000000,2,74,02
0284976,47,13,050000,1,30,01
0285251,47,11,002600,1,24,01
0285368,47,11,029000,1,29,23
0285466,37,09,015700,2,25,01
0285987,37,02,000000,2,78,01
0286241,47,11,009900,1,60,01
0286241,47,13,000000,2,58,02
0286272,47,15,000000,1,59,01
0286272,47,13,080000,2,60,02
0287077,47,15,050000,1,36,01
0287088,37,09,000000,1,62,01
0287302,37,09,000000,2,23,01
0287302,37,01,,1,07,03
0287302,37,01,,2,03,03
0287415,47,13,038000,1,52,01
0288167,37,09,030500,2,52,01
0289037,47,13,024000,1,23,01
0289037,47,13,007600,2,22,19
0289080,47,14,145000,1,53,01
0289080,47,14,060000,2,49,02
0289080,47,03,,2,13,04
0289080,47,03,,1,11,04
0290064,37,06,000000,2,30,01
0290064,37,04,,2,14,03
0290064,37,03,,2,12,03
0290824,37,11,000000,2,68,01
0290858,47,11,002600,2,21,23
0291075,37,08,000000,2,77,01
0291730,37,11,002500,2,19,23
0292033,07,10,000000,1,29,22
0293703,37,10,026000,2,43,01
